plan_amount_inr,tenure_days,risk_tier,collateral_type,locked_token,price_inr,stress_drop_pct,fees_buffer_pct,outstanding_debt_inr,required_collateral_inr
187049.61387013577,120,MEDIUM,volatile,8.939895556860385,33504.67085232759,0.2,0.05993016605979176,182753.28488158243,484264.29898127017
134544.04530222857,60,LOW,volatile,5.889278309252243,27493.89528421307,0.2,0.029580148679220625,119825.1933849469,220302.92932283928
185890.5788966122,60,LOW,volatile,7.777631859073119,42744.91810611426,0.2,0.035659396352176354,166897.44816788757,308658.7686112019
194465.03564881065,30,LOW,volatile,7.209325029629347,41742.15188553508,0.2,0.0553071852849599,198145.37689995908,373400.42852414877
109854.59321453578,180,LOW,stable,748.4031971345478,74.74834388743243,0.02,0.027660290556579883,91343.26756664908,136836.51441389215
122367.90010103119,90,HIGH,volatile,9.71289172265253,36589.55590158324,0.2,0.04516007503173554,85745.94386870497,373409.3213645111
131616.62088514224,120,LOW,stable,3106.1485492985958,72.49505940184054,0.02,0.05587314180224841,134773.4448497665,207439.7385496137
167994.6315730906,120,MEDIUM,volatile,7.326992435135273,24706.6911593209,0.2,0.05966983297791709,119540.0931839609,316682.57644603116
132155.27080865394,90,MEDIUM,volatile,16.00480455316016,21094.868209598928,0.2,0.05200197700907459,129392.09484466516,340301.84896483354
23814.837014303605,60,MEDIUM,volatile,1.4879580550562188,26656.402603390452,0.2,0.022801793273824856,17833.930656048764,45601.440640319284
188543.5918012791,60,LOW,volatile,6.582424636438733,18275.099407707832,0.2,0.04271192006773949,133345.4691285353,248287.33954883667
132525.93733227308,90,MEDIUM,volatile,2.4011999895149545,24547.87843882783,0.2,0.04748431411983568,109219.2081069476,286013.518231544
174113.53708611886,30,HIGH,volatile,19.356423343881985,32127.852021510873,0.2,0.03222879293577022,174534.84820684872,750666.232040764
85522.81141061166,90,MEDIUM,volatile,8.53552056645542,19985.731746437777,0.2,0.047089556980334325,60971.628631019,159606.88902905784
95468.55522023285,30,HIGH,volatile,5.89722510740769,18172.657640895217,0.2,0.05642338337682869,75605.18027485184,332796.16811155854
138082.4141917842,60,HIGH,stable,5354.566397832474,74.903155418911,0.02,0.04585448028749475,110143.816818203,391817.70168463513
155504.39328007764,120,MEDIUM,volatile,5.108930485136863,22407.788841226713,0.2,0.039747237472280025,114013.08837761958,296361.9841907822
16613.283286427897,30,LOW,stable,149.21879679335785,85.81766151246602,0.02,0.050353192608742034,12167.490849733953,18629.975014658474
82061.22387168281,30,MEDIUM,volatile,3.742060053756415,40153.2385621904,0.2,0.0318693066010071,83527.10118186026,215472.6299472958
154201.41967847396,60,LOW,volatile,4.11320798718154,26356.485476826194,0.2,0.04673252864533929,145466.44575739792,271900.8225012343
198454.95009911587,120,MEDIUM,stable,987.1645495073047,76.48942124072016,0.02,0.04026961236042705,160529.83947875618,340804.7222180557
3316.8477880544046,180,HIGH,volatile,0.10450264595540645,38560.05482869889,0.2,0.04443910571031677,2598.459266529521,11308.05196899491
53696.83726090525,30,MEDIUM,stable,583.1348791784543,77.033945670508,0.02,0.03961860693423353,38393.69101110888,81458.76645720901
93504.86779885758,60,LOW,stable,526.7021816936389,82.00351270796847,0.02,0.03659656874993844,77195.33087762077,116647.83543915143
45365.39865188756,30,LOW,stable,506.9984401406572,86.3127047350898,0.02,0.022072960758730473,36537.16043116639,54436.7984542259
6357.517512972967,30,HIGH,stable,195.6337007979074,75.37730484846833,0.02,0.04486961738534305,6490.885089420657,23068.464693453032
108369.06179696295,180,LOW,volatile,3.2273397651692624,25598.00993494195,0.2,0.05908904449521954,84222.05046985857,159283.3052813405
130230.32319889325,90,LOW,volatile,3.3313280059667956,24890.729793110677,0.2,0.034168939720127814,109628.08603457417,202453.50267486167
83796.35013862452,120,LOW,volatile,3.4547334728978942,33822.4190603247,0.2,0.04498742038362505,78660.04700312339,146783.49929472964
74605.73785797952,120,LOW,volatile,5.693839084868025,19992.86855229363,0.2,0.04894563488967029,60610.68109775301,113530.90958067475
197136.50147571752,90,MEDIUM,volatile,11.579235762549045,33996.66882232955,0.2,0.04414929732784519,191937.04319546404,501027.3219593201
96028.1761208137,120,MEDIUM,volatile,3.350657724174747,41011.9356705061,0.2,0.05600945949477415,91629.10124244954,241902.9941925777
159815.821195096,60,LOW,volatile,1.5891134718785462,30453.60454508992,0.2,0.057278957852243614,113855.04961882964,214958.12179859233
58147.660266964616,90,LOW,stable,937.761074200353,86.84260070285868,0.02,0.05484777855112809,58120.95419407313,89371.36941529142
166207.46236129457,60,LOW,volatile,4.906001990382974,34885.904292306295,0.2,0.036824981631108575,137514.24126715685,254603.92977827805
164916.23815077948,90,LOW,volatile,1.3963070732883602,41079.72214656338,0.2,0.025601505958081645,120974.22569982549,221555.97867831052
54272.722167161635,60,LOW,stable,726.0148123496043,91.1149967321572,0.02,0.036021895145114086,51256.29634399761,77409.10390149853
131515.1354761994,120,MEDIUM,volatile,4.014556826265189,33365.468364672604,0.2,0.04091964235811324,126451.9772714254,329065.867392121
136720.9803607828,180,LOW,volatile,4.054680055208694,20913.595807824044,0.2,0.02169734379574184,99102.66667934276,180808.8059095701
89080.49025979982,180,LOW,volatile,2.7410883558655574,39591.63319591748,0.2,0.05353238491132119,73390.9421001258,138070.95403863254
154982.2325126103,180,LOW,volatile,4.847500706937108,22585.130257996127,0.2,0.0554275142947389,157061.8106107142,296013.13636338775
62070.166978200854,120,LOW,volatile,1.5644150238408663,33882.87234294522,0.2,0.045286196545307716,57992.36117353662,108247.52614244263
97370.09598440553,120,LOW,volatile,4.075406969552418,32679.570989809366,0.2,0.0432064763754307,86354.86968568001,160867.78450474597
198040.18946012828,120,LOW,volatile,5.915803634578362,26243.15545229467,0.2,0.03549440615776635,173570.253724681,320948.2621558775
36556.458658946874,180,HIGH,stable,449.30444823322335,75.60351926437006,0.02,0.05911941631234101,33374.062339496384,120228.2905611534
30408.76168143259,30,LOW,volatile,0.3609027033573333,42039.286560136585,0.2,0.037447297681455174,28236.27847416812,52310.09071358351
29297.538791982483,30,MEDIUM,volatile,1.4867967977715284,25202.538526964658,0.2,0.028246747525084305,21214.136972302567,54533.41835830438
199623.7450950798,90,MEDIUM,volatile,18.632609788037087,25442.714418867516,0.2,0.05843813702881605,163082.99814077557,431533.16183299094
32822.74204212545,120,LOW,volatile,1.0572748616927217,34645.39702510585,0.2,0.05341360891891639,29026.07584024728,54600.82732790901
38857.60812955619,180,LOW,volatile,3.1446219377421314,23519.813802299686,0.2,0.033090784384522426,37133.088656417174,68503.30658335362
139262.53049607706,30,MEDIUM,volatile,14.67602012696596,24114.717216965022,0.2,0.04233428409745619,133688.01215687828,348368.9961098793
152139.82833617338,30,HIGH,stable,6954.739013147584,70.06724044463904,0.02,0.04340891704510883,138740.60988596978,492391.8010588356
105885.19978776644,180,LOW,stable,1110.9042648838674,79.95328445204514,0.02,0.05508428498365407,95856.14445753921,147429.02570885222
196551.15471435606,60,LOW,stable,2354.1688455803715,74.47576857760652,0.02,0.041902575519145044,162884.45740100718,247390.28524511354
8742.867183927503,30,LOW,volatile,0.5031345089194436,24624.087490112877,0.2,0.03672528452358376,8674.192165751288,16058.489894733475
124543.35294070777,120,MEDIUM,stable,763.2717619607055,73.67563991856517,0.02,0.04367310393927833,127126.39209604837,270772.2372071113
121687.39456092179,180,MEDIUM,volatile,1.7901148367531845,42906.19664459633,0.2,0.05889377191081198,121226.33243363713,320914.52101392
64927.712669995286,180,LOW,volatile,5.307184415781362,23871.08291504156,0.2,0.022091005534089582,65263.54138522086,119116.56899845725
179988.6535454917,180,LOW,volatile,9.584700574420635,21273.181688196928,0.2,0.0458853773331208,183243.48330080992,342235.14227839815
111023.45951491229,30,HIGH,volatile,11.32570940458279,30670.034879643557,0.2,0.023294460532856994,85568.2530101144,364839.6637613501
50021.713363484734,30,LOW,volatile,0.629516376926164,39921.37097296123,0.2,0.03051205953130633,44011.94465496876,80990.78523280309
18583.34472394772,180,MEDIUM,volatile,0.452963854870964,41178.65963781727,0.2,0.04783113634232877,16485.08262432827,43183.95714736768
22316.659814097035,120,MEDIUM,stable,118.04785763178343,86.9590603030768,0.02,0.0484046074443142,19413.23372745011,41536.57894949399
179568.5200077339,60,LOW,volatile,8.008039308485074,37264.76717164226,0.2,0.05334605860611054,179024.6037013211,336740.8226826919
50811.44370534481,60,LOW,stable,341.0204492044304,79.67834762364794,0.02,0.041623539767128265,41348.504704118335,62783.63824195553
181494.05502073682,180,LOW,volatile,7.157636402568185,32859.25269666638,0.2,0.052079366109860706,137292.95605399905,257934.0824582862
24903.46385099936,180,HIGH,volatile,2.7451219615670626,28200.464165461206,0.2,0.0401274584693969,19823.287090108344,85911.438414765
196803.11614498092,180,LOW,stable,772.7206196882256,83.76475376961291,0.02,0.028064126627756657,147620.96998261262,221230.06352349406
166836.46510159958,90,LOW,stable,1275.4887479411552,76.1482158922714,0.02,0.037817350989116004,140422.33465156192,212438.3897489667
24129.519577805877,120,LOW,volatile,0.713892186801447,31323.48788728084,0.2,0.026903555445447414,17877.172207539043,32782.37803791496
18125.244060451798,30,LOW,volatile,0.8432678484732511,27055.594469056166,0.2,0.0418353882460567,13243.237071692705,24637.987564681323
160883.99930188182,180,MEDIUM,volatile,9.349185973928579,35259.97319827805,0.2,0.0406440923533475,138014.63439800096,359060.28486146696
16535.184802646017,60,LOW,stable,198.00122754310812,78.25056917230752,0.02,0.030449457654681378,15053.620039475438,22612.23703413573
53174.016149277195,180,MEDIUM,stable,1193.2531445422167,71.2400672833006,0.02,0.03944937284656207,48530.57698825422,102949.13839657683
160448.71204408736,30,MEDIUM,volatile,16.81057888500441,19070.830704134853,0.2,0.04414622137525438,117496.64455941808,306709.1936024693
181608.42245731654,180,HIGH,volatile,29.256360347151173,15897.6378644665,0.2,0.03739016735617871,188882.06363674096,816434.9816945796
153762.75959347872,90,LOW,stable,676.3657186040109,80.53827604794401,0.02,0.02894346495997077,114185.94757756121,171269.51100611285
178088.67132982117,90,HIGH,stable,2140.3028924745713,89.91114921228115,0.02,0.05815276424747684,165829.4412152678,596846.5361073134
112417.77429444798,120,MEDIUM,volatile,8.661246392024774,18546.401579044446,0.2,0.05210137385010628,113657.08738533838,298946.9444647902
156142.62124785213,90,LOW,volatile,5.54339273761247,15909.867612861151,0.2,0.02851820272550993,157652.22602478522,289550.32886908564
69493.07936939537,180,MEDIUM,volatile,4.135345053926381,38111.373989934,0.2,0.03906762732346429,61101.45217263866,158721.35233760445
157257.59973020706,30,HIGH,volatile,8.477336700708573,43794.198302158125,0.2,0.035126207472898865,125351.36635955168,540643.6852554526
136268.44057747294,120,LOW,volatile,6.803749507634846,33472.478479297875,0.2,0.059864264523486505,134872.2774288403,255261.26271736692
115391.18266815296,60,HIGH,volatile,13.215887435800193,38178.77668792937,0.2,0.048860614985578414,105514.43924392841,461124.7484801883
198467.96281576774,30,MEDIUM,stable,2814.49184917689,82.87261862701236,0.02,0.04595949910635498,193876.6661172587,413851.3073069754
94486.1254500934,120,MEDIUM,stable,2126.5445623199384,72.04163599240493,0.02,0.025884184630286286,79368.08193577621,166168.28575990515
124230.20027653976,120,HIGH,volatile,18.82797427039156,24802.78523280566,0.2,0.0276091633824164,126677.5390774304,542395.8331279233
102471.23168590559,30,LOW,volatile,5.6455622711466855,15070.54173233172,0.2,0.05725432825202807,105069.6392000169,198366.66216445863
52841.756575615655,120,HIGH,volatile,1.9677846713446736,33843.89649525516,0.2,0.0379593499215448,50626.180113095295,218949.65416333094
66742.73071237837,180,LOW,stable,286.48538924756133,74.57654430840653,0.02,0.020599076004191065,68738.23096314083,102265.56123490409
195778.36782323226,120,MEDIUM,stable,4086.734836109743,82.42605097827345,0.02,0.03987256979999958,168119.656086805,356781.6710385266
79029.98114492667,60,MEDIUM,stable,1577.901488171138,88.73264563237421,0.02,0.04472699690767404,60699.94648161317,129418.10775549442
136201.84721991225,30,LOW,volatile,3.0358781344846197,42126.204674439316,0.2,0.03162900877102952,126608.66301564187,233237.80272973562
113852.35547007414,30,LOW,volatile,8.6912173971213,15325.76428186495,0.2,0.03701902003737706,105732.15287427865,195796.88135736887
178071.24909009322,120,LOW,volatile,3.4774673187847616,30942.012190955804,0.2,0.031044134650785433,155271.48874949545,285878.13884582627
151780.32553453796,60,LOW,volatile,4.932086302541301,40579.66730672572,0.2,0.03767875182432423,120091.09743010954,222528.53586873104
17049.629793971584,60,LOW,stable,61.212325245925584,86.45829238819317,0.02,0.05936829988772632,15660.42652875198,24183.90587067148
71732.93241631004,30,LOW,volatile,0.9187257666802445,35515.565331532125,0.2,0.0383669810014587,54751.80396461667,101522.25961986197
142670.79500880395,90,LOW,stable,2908.4608023613164,75.80312127443915,0.02,0.05225879043410589,137485.37270420196,210889.4926882009
33110.004794328415,30,LOW,stable,279.4783714935502,85.4666048155508,0.02,0.02514673338605297,33685.59611718087,50339.181955816144
101184.39713039418,90,MEDIUM,volatile,8.482821392548283,16322.623325910658,0.2,0.05159598892761036,76729.8911837164,201722.11449912042
64236.04061744466,90,MEDIUM,volatile,2.9165311378685743,33968.12700458624,0.2,0.040259063384441816,63407.07174312242,164899.45265862657
13886.091728907093,180,MEDIUM,stable,104.59096159978132,77.60110269750582,0.02,0.03466420922386988,10684.864432146522,22561.728180308437
199432.0714798862,60,LOW,stable,2407.731615350912,92.11304422989883,0.02,0.043056808320729625,174532.67820571281,265375.36191970814
185943.55530232014,60,HIGH,volatile,36.01153972456991,23109.601468810964,0.2,0.03402745422564217,190636.05307164253,821345.4693387289
149757.70470735687,180,MEDIUM,stable,1792.2062171003731,92.90600750049052,0.02,0.052388843239507654,109165.69182111503,234458.68599400783
41004.14121541584,180,LOW,volatile,1.1645377773349193,21220.043933432215,0.2,0.051566032121359504,29991.18139373668,56317.3350300779
197716.71252430454,90,LOW,volatile,18.499424549970577,19618.48506638271,0.2,0.02919892475333005,204746.17815201482,376293.8328596561
126527.66431023824,60,MEDIUM,stable,1287.711078854805,73.12392820508042,0.02,0.037280986932020165,95603.95828684159,202384.01674771984
193249.01213559153,120,LOW,stable,2886.3947873371626,76.68961898738073,0.02,0.025537953834124688,158409.43671924307,236814.70787327815
9473.202551082013,120,MEDIUM,stable,174.7841623312187,94.36712535083564,0.02,0.02022316399941574,8153.091882552158,16975.455503663907
35520.67274969902,120,HIGH,volatile,2.9497122518138,35116.24231398846,0.2,0.031859382408302946,24947.716914100147,107260.56569783563
135772.13015710432,120,LOW,volatile,4.146945165048872,39630.776896886586,0.2,0.0424242237582476,103978.11752197532,193552.33651015884
181528.76251798903,30,LOW,volatile,13.772814653226952,26021.178089877856,0.2,0.05037247229135346,179702.92755611308,337062.5148126937
35980.66034576924,60,HIGH,stable,1589.3953586159264,72.19488038247609,0.02,0.05799593052311665,31720.50856006285,114150.23459411626
64102.54968539982,30,MEDIUM,volatile,7.764491303819492,18653.964655716296,0.2,0.03691460751668174,53709.23769935647,139229.73282262095
118047.28897020941,60,LOW,stable,1345.2708701956892,71.78415123869215,0.02,0.02013715783465966,110809.73734466806,164782.98908920528
199932.54301109005,180,HIGH,stable,3038.300282628038,79.67480947326867,0.02,0.04599719585133087,162678.95382255298,578781.3929333965
160133.35226983292,60,HIGH,volatile,19.53475600842512,32903.97945771533,0.2,0.028268775517937657,136671.96766632033,585564.6534994765
184788.99301759535,120,MEDIUM,volatile,4.253285711070389,38652.72201400518,0.2,0.04304142591039497,193622.68731817644,504891.20967238327
135327.49438495078,90,MEDIUM,stable,2508.635759607439,80.3883232043059,0.02,0.03807493602108472,131403.01766176513,278379.9574534986
175596.8828626638,30,LOW,volatile,5.8991414849239225,40283.38312163201,0.2,0.031127117060163467,156964.41295379912,289018.32608944975
101901.96143109427,60,LOW,volatile,4.371934762866467,19790.445781723953,0.2,0.031951099604073246,90118.1114516055,166066.93608344055
25707.568353496237,120,MEDIUM,stable,259.33236795907186,93.98314040151436,0.02,0.03368813274517745,25591.76053065338,53987.54929916903
142201.92642706772,120,LOW,stable,778.6889079717547,82.96836836255842,0.02,0.02698504669050685,129446.90170346886,193790.13467912306
120693.50955757925,60,MEDIUM,volatile,1.4791844150264564,41416.700267487075,0.2,0.04822920078158245,98817.51273585412,258958.50599582054
97584.66275885688,180,HIGH,stable,3322.0837749015473,94.53275674665437,0.02,0.035782462363621745,82578.78590382365,290930.81021245173
55723.192188036846,30,LOW,volatile,1.384031306535266,34245.88127167609,0.2,0.048724415135179874,42582.90526218002,79745.95074256521
157056.39942627915,90,MEDIUM,volatile,5.824045897472402,33593.62608125499,0.2,0.0432943594766491,162684.07622163068,424318.4477467413
164261.60620188102,60,LOW,volatile,3.235045106221204,31739.36079644431,0.2,0.02908393292984446,152479.48402347334,280203.9055535523
73472.93985958459,180,HIGH,volatile,3.5336588355449225,30700.496939210236,0.2,0.032850214043531334,61680.50709566733,265444.68731697317
185625.54535931727,120,LOW,volatile,4.566828303474548,42663.20715342087,0.2,0.056957885328913924,153319.4188202507,289378.87267162546
74578.59717935343,30,MEDIUM,volatile,3.247133146772286,25451.18976188374,0.2,0.03686993915824367,75879.79307925161,196693.69108355933
22404.93646774371,60,MEDIUM,stable,192.16419005418777,89.5638304116454,0.02,0.02452888855089625,18508.952008361037,38699.91026401635
34139.14513460524,120,LOW,stable,756.8291304531358,72.20143574456064,0.02,0.04572784021891199,32934.97821660761,50205.57381648688
99408.57861137453,90,MEDIUM,volatile,11.417655178985898,16376.697026808417,0.2,0.03369000851481624,98652.99522651495,254941.53868927088
16892.73567687624,90,MEDIUM,stable,135.86007108020257,78.41234464062829,0.02,0.03862654974379328,17204.07080063971,36466.54019840073
143964.09625865475,30,MEDIUM,stable,2332.3391418605806,94.53827014451792,0.02,0.028257604023281827,119571.99295519714,250920.02241714235
159224.07520427063,90,MEDIUM,stable,1062.4626571092604,81.81337343275715,0.02,0.020510422945571354,154107.31658573178,320955.35271002486
110344.19820636699,30,HIGH,volatile,10.89147582014415,17460.179964283678,0.2,0.04338657915191001,89865.26600888644,390684.2186899518
178776.34214306163,60,LOW,stable,1840.539350780298,76.48283440898973,0.02,0.03736820989447411,184212.33964904677,278565.63414315524
190903.00688250412,60,MEDIUM,volatile,8.765191513781028,32725.61060111055,0.2,0.036218332766429294,134377.78276575962,348111.80504596216
90068.63645442095,120,LOW,volatile,2.539112306327788,16135.799170297263,0.2,0.05692141430418314,81022.74222616066,152919.05590085176
18736.30647639727,90,MEDIUM,volatile,0.8892348530642432,34365.62834811619,0.2,0.03044742047925332,16459.530055735057,42401.70072058232
47021.557818772635,90,MEDIUM,stable,925.2764401388084,73.60296130775224,0.02,0.04345546664965732,47358.60209709549,100850.18826755148
131865.5926989847,180,LOW,volatile,5.715106172111346,16898.801022124928,0.2,0.053074758822088564,102289.36504807918,192354.1936215546
81751.09222691062,60,LOW,stable,715.0143439393914,80.05835756547586,0.02,0.03819832418448435,59723.32300279634,90385.79279334085
137316.86943577923,120,HIGH,volatile,8.860165615810459,41842.953091575866,0.2,0.05012838206709496,136802.45941790237,598583.9390471719
133680.302044405,180,LOW,volatile,13.772930677532308,16003.165934119741,0.2,0.04237837416543366,109956.81592539267,204672.5125227119
121468.25918573103,30,MEDIUM,stable,2191.2983349482124,76.53137262148927,0.02,0.03404010727157723,98841.3628108145,208583.53755870106
32408.680812897805,120,LOW,volatile,0.4702595128653084,44662.419221080825,0.2,0.05628244707783803,23880.617233239438,45044.065730098824
57897.14391536742,30,HIGH,volatile,8.759449625279096,26699.268530576366,0.2,0.0350711128778223,59172.07488109123,255197.10582692054
76194.46368261664,120,LOW,volatile,2.7201762708159105,28949.846523322347,0.2,0.03835323114544312,70215.88340407003,130194.44537562109
165059.17999638626,60,LOW,volatile,1.865225636693107,44645.11864326456,0.2,0.04590994418881057,155529.3762931467,290481.64514015283
136762.34451592978,60,HIGH,volatile,11.740433168999973,16797.005569373425,0.2,0.04374474613957057,138715.0782053521,603263.0586965664
129341.91893454707,180,HIGH,volatile,16.1446912027975,24544.169602623835,0.2,0.04049973594840641,128740.36059489653,558142.9633537186
134755.33159748357,30,LOW,volatile,4.442316448901109,16904.016848668336,0.2,0.04760249147929404,115638.24691085915,216326.6349537747
101137.21420882785,90,MEDIUM,stable,1838.689137685408,84.44912169622988,0.02,0.04775001252649307,76451.66466263642,163473.94409785423
8886.711378144624,120,MEDIUM,volatile,0.2166232483203897,34536.195127178486,0.2,0.041180046237800576,8311.828827635729,21635.27580769613
41023.01681229338,180,HIGH,volatile,2.151401610138767,40903.48930480037,0.2,0.04022283476106059,38059.11741818475,164958.17920520087
28920.129004279857,60,LOW,volatile,1.2852144068972848,20707.65770976637,0.2,0.026587537177640584,20720.631988412282,37984.89743169357
13735.336214348421,60,MEDIUM,volatile,1.278849687886322,31353.14765946974,0.2,0.048436120291740936,13938.48830679654,36534.036507773904
64575.85294867639,90,MEDIUM,volatile,0.9313164031564827,36390.49014668619,0.2,0.05964395379052463,52780.023050287826,139820.08076540506
157758.30814757332,90,MEDIUM,volatile,11.345023175975976,23455.560812799737,0.2,0.031632989405809324,134106.06433960152,345870.6001302773
23911.22892511707,30,MEDIUM,stable,319.600107354762,89.47881076669282,0.02,0.028010130601032454,21037.66084577181,44136.58872163695
23173.08089930245,90,MEDIUM,stable,328.343428003484,94.24381155188587,0.02,0.05757949781231754,23618.160070966853,50975.6772798042
25728.539819111968,30,LOW,volatile,0.80797406986311,18546.16123500072,0.2,0.036435129489283916,19545.23727161717,36173.87593304879
54694.51656003179,120,HIGH,stable,464.87203896409557,72.01258477686605,0.02,0.04769051001241456,45344.02011287419,161586.73319071546
41239.220471477114,120,HIGH,stable,1580.3996658844449,74.82781676777255,0.02,0.03884297455799718,36103.66641285505,127571.5653359864
3778.2621782451824,90,MEDIUM,stable,95.54612355594813,77.37209245114018,0.02,0.042506093481848445,3956.4622297540923,8417.624455406984
56023.96040328657,60,LOW,volatile,0.6349298199715528,41734.903833573146,0.2,0.03335687958649823,47839.58062028435,88277.42812589956
199262.59846656732,60,LOW,volatile,6.483187590305446,33503.67831737353,0.2,0.05082644388069672,167278.60694156308,313894.2565530706
67960.80212832984,120,MEDIUM,volatile,2.1443247597901487,42545.042049764226,0.2,0.040160292896821354,69813.3717111104,181542.74291785815
43040.54736279071,90,LOW,stable,222.15881801277666,81.23369328169201,0.02,0.03928102537578685,40093.26847165958,60740.77721267213
99647.0719689422,180,HIGH,volatile,4.725659678588077,42550.42147927689,0.2,0.0424347283899865,75457.84405402388,327749.48821395973
46644.3243856459,180,LOW,stable,128.02128365816347,87.24670800301502,0.02,0.057500031980171756,35521.08274006601,54757.355879869
112369.3950628219,90,MEDIUM,volatile,5.836758481886436,29203.25604540747,0.2,0.052732746427422025,104004.44200081071,273722.20467041247
80730.51343376517,60,HIGH,volatile,6.406581391287671,15194.145653618822,0.2,0.0223960649531143,69708.32566747373,296956.3244037305
179471.4223376104,180,LOW,stable,1159.9489765941687,84.91811048953372,0.02,0.03436555207054643,126193.32409984582,190277.0077990589
185655.93318043684,120,LOW,volatile,5.251686837119512,29912.80006978254,0.2,0.026162028163640376,159108.47672236495,291555.4949490167
142899.19034730268,30,MEDIUM,stable,969.5654487221227,86.72135998208074,0.02,0.05647779615073341,147028.02790001608,317003.7691595868
43923.15530030704,180,MEDIUM,volatile,2.8779782075057967,28568.423714036275,0.2,0.029849746434256853,42235.74230796874,108741.17126581055
95305.81102681621,60,LOW,stable,1034.5376473535966,83.40861990316463,0.02,0.05066524446581404,85347.39052997294,130716.52614532554
61779.21024110875,90,MEDIUM,volatile,3.822894258466437,25746.873162326654,0.2,0.04458419187240822,47466.11881764375,123955.89341612025
159857.21635286472,30,HIGH,volatile,20.996919239450985,25659.568941883626,0.2,0.05068035008975832,130679.12149980833,572091.6046951695
6805.647721586941,90,MEDIUM,volatile,0.2835614864554683,32383.03334639723,0.2,0.04677210697512884,7137.924958394915,18679.451870323508
132835.8471746209,120,LOW,volatile,3.80457893224578,39233.28789357009,0.2,0.03150236564092179,123626.17610515769,227715.52340644883
65322.13840268138,30,LOW,stable,800.7644864739416,88.5244532716818,0.02,0.03993113455749888,52042.19025365738,78892.5567862145
96719.91190722797,60,LOW,volatile,2.8636015059031656,30779.809728461245,0.2,0.026896042745108102,92686.38140439331,169962.99692952723
65275.99928652412,120,LOW,volatile,2.5397304037593784,24199.064026132088,0.2,0.029260326324205756,47780.57614686175,87819.02035156694
73593.21542441445,180,LOW,volatile,2.7273375168940666,28884.598449670397,0.2,0.02497066818414463,61060.57271574474,111759.45717172042
135198.16511977656,180,MEDIUM,stable,1149.9030302291244,85.43210465574992,0.02,0.05504266197108347,105481.03891504927,227116.31853961028
119503.37235252031,120,LOW,stable,1380.5963179924456,89.666143692892,0.02,0.031426697837876466,121128.95637422154,182121.92344841332
49573.75989327246,180,HIGH,stable,973.7483491498449,71.11888449615226,0.02,0.025259172210890125,47457.00644209052,165495.6841511041
9683.888001377829,30,LOW,volatile,0.234454902990786,22154.9224837026,0.2,0.029638837932914223,8464.9281324971,15563.96208130348
171348.340160761,60,LOW,volatile,7.620464680465248,32010.243906177955,0.2,0.030526522054127033,144400.39389455554,265729.3494703613
98969.02964308253,90,MEDIUM,volatile,10.516643910468737,23543.932465205202,0.2,0.02501301896975429,99019.06041656499,253739.56513282945
124127.31462558749,180,HIGH,volatile,8.666839427693128,44321.99930205944,0.2,0.04790101097276646,95379.56407000907,416451.42339626775
98211.35522032759,120,LOW,stable,879.8549257635234,93.52623931493444,0.02,0.04665727904066244,71317.84342203964,108812.44889673474
124169.10117967892,60,LOW,volatile,1.507882830100238,40921.49695532616,0.2,0.043571152358735446,123935.63518688663,230956.52433980556
125767.52188791602,30,LOW,stable,1437.238190305361,91.16497746185621,0.02,0.0547687096392763,125739.05337995691,193331.8062461243
3993.0668141264136,120,MEDIUM,stable,90.41114118023539,76.41813096793422,0.02,0.022157910418633384,3134.8639208479667,6539.440724042289
107118.56420332208,60,MEDIUM,stable,2251.5252131477177,79.11526296353321,0.02,0.04427988370417691,82304.47801722633,175405.94026971856
100919.48581190921,60,LOW,stable,1509.9053766621666,89.67667932063719,0.02,0.043520075306152886,96121.5222068869,146216.81937590768
20067.68574152223,60,LOW,volatile,0.807128099316291,28813.428877099293,0.2,0.04867805733587938,15054.473018956778,28191.599142383937
149430.49033826485,60,MEDIUM,volatile,7.961059284606907,29134.040725665654,0.2,0.03302313789700747,137129.7980936589,354145.6358147364
47936.014539211086,60,HIGH,stable,1099.505367631386,86.50198707991086,0.02,0.0370368193584185,45320.24762114822,159859.7464135085
11850.544203042946,120,MEDIUM,stable,181.723367538017,92.42047509838137,0.02,0.033553395789244,10875.161259468854,22938.897651999316
160828.63584259845,30,MEDIUM,volatile,6.912738137533397,32028.78142222268,0.2,0.03561366417156424,136611.8528690649,353692.7537974973
173161.2185111428,90,LOW,stable,1850.336603444272,80.34573883544131,0.02,0.045601862170694896,170678.46778069317,260148.28534101127
48898.256506690246,180,LOW,volatile,3.3370446705883285,20413.337921188606,0.2,0.030332237325918082,50144.87913786896,92260.50984385406
137821.5578731212,180,LOW,volatile,9.015232349661664,27959.893269988665,0.2,0.054720202035047266,130516.74498003506,245819.01363267738
1985.184138436869,180,MEDIUM,volatile,0.08189539284152457,21572.529763494837,0.2,0.059754902083447206,1680.7222806338882,4452.884189856585
144508.84171807865,60,HIGH,volatile,9.77657254127257,21564.71185988719,0.2,0.03704037930148346,151516.86464488646,654704.6115912691
93499.2682446881,30,HIGH,volatile,3.8481622883223587,31426.209097156843,0.2,0.05963182976861746,80156.50605392297,353901.6049074069
158704.1381871916,180,HIGH,volatile,18.99173322070602,22226.878749139076,0.2,0.039284117516646025,117550.91710203809,509036.67143193365
79213.76056051943,90,HIGH,volatile,7.22923525357525,34997.97191954835,0.2,0.02079276530594678,60511.69105552844,257374.56852463336
